venda_id;nome_produto;data_venda;quantidade;ponto_origem
13897;Zimiex 10mg 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
8485;Neovlar 0,25mg + 0,05mg 21 drágeas;01-2024;1.0;Historico_Vendas_Vera_Cruz
21685;Atropina 0,5% Solução Oftálmica 5ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
3985;Micardis Anlo 40mg + 5mg 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
12637;Ginkomed 80mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
29808;Pomada Bucal Mud Oral 1mg/g 10g;01-2024;1.0;Historico_Vendas_Vera_Cruz
685;Clob - X 0,5mg/g Pomada Dermatológica 30g;01-2024;1.0;Historico_Vendas_Vera_Cruz
20833;Regulador Intestinal 20 Bí 30 Cápsulas com 335mg;01-2024;1.0;Historico_Vendas_Vera_Cruz
26377;Teste de Gravidez Fast Test Plus 1un;01-2024;1.0;Historico_Vendas_Vera_Cruz
17677;Pyridium 200mg 18 Drágeas;01-2024;1.0;Historico_Vendas_Vera_Cruz
3325;Atacand 16mg 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
7069;Xarope Polaradex 100ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
13717;Coledue R 10mg + 5mg 30 cápsulas duras;01-2024;1.0;Historico_Vendas_Vera_Cruz
30119;Lípitor 20mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
14389;Hirudoid 500 Pomada 5mg/g 40g;01-2024;1.0;Historico_Vendas_Vera_Cruz
11893;Ritmoneuran RTM 20 Cápsulas;01-2024;1.0;Historico_Vendas_Vera_Cruz
3241;Aldomet 500mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
22237;Nautex 8mg 10 Comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
11701;Antiácido Mylanta Plus Sabor Menta 240ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
7705;Therapsor 0,5mg/ml Solução Capilar 25ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
8665;Nactali 75mcg 84 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
12757;Marevan 7,5mg 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
6397;Dolamin Flex 125mg + 5 mg 15 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
5317;Acheflan 5mg/g Aerossol 75ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
20929;Lactulife Sabor Ameixa 120ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
9325;Cimegripe 20 cápsulas;01-2024;1.0;Historico_Vendas_Vera_Cruz
28707;Analgésico Sonridor 2 comprimidos efervescentes;01-2024;1.0;Historico_Vendas_Vera_Cruz
18181;Pastilhas Vick Drops Sabor Artificial de Cereja 10g;01-2024;1.0;Historico_Vendas_Vera_Cruz
12781;Marevan 2,5mg 60 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
14881;Buscoveran Composto 10ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
8017;Yaz Flex 3mg + 0,02mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
18589;Liberaflux 7,5mg/ml Sabor Cereja 100ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
29661;Cetrolac SL 10mg 20 comprimidos sublinguais;01-2024;1.0;Historico_Vendas_Vera_Cruz
5221;Indapen SR 1,5mg 30 comprimidos revestidos de liberação prolongada;01-2024;1.0;Historico_Vendas_Vera_Cruz
18817;Xarope Mucosolvan 30mg/5ml Sabor Morango 120ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
20305;Glicel 1,5g Pediátrico 6 supositórios de glicerina;01-2024;1.0;Historico_Vendas_Vera_Cruz
5305;Olmecor 40mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
22309;Vonau Flash 4mg Biolab 10 comprimidos de desintegração oral;01-2024;1.0;Historico_Vendas_Vera_Cruz
18301;Zomig OD 2,5mg 2 comprimidos orodispersíveis;01-2024;1.0;Historico_Vendas_Vera_Cruz
6973;Alginac Retard 10 comprimidos revestidos de liberação retardada;01-2024;1.0;Historico_Vendas_Vera_Cruz
25753;Aplause 20mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
17497;Helleva 80mg 2 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
10633;Alenia 6mcg + 200mcg 60 cápsulas inalatórias + 1 inalador;01-2024;1.0;Historico_Vendas_Vera_Cruz
27853;Esomex 20mg 28 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
5761;Flancox 500mg 14 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
10561;Alenia Refil 12mcg + 400mcg 60 cápsulas inalatórias;01-2024;1.0;Historico_Vendas_Vera_Cruz
25429;Finalop 1mg 30 Comprimidos Revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
15445;Flixotide Spray 250mcg 60 doses;01-2024;1.0;Historico_Vendas_Vera_Cruz
7669;Mesacol MMX 1200mg 30 comprimidos revestidos de liberação prolongada;01-2024;1.0;Historico_Vendas_Vera_Cruz
13201;Daflon 500mg FFPM 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
14569;Ginna 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada;01-2024;1.0;Historico_Vendas_Vera_Cruz
8197;Tâmisa 30 Sem Parar 75mcg + 30mcg 28 drágeas;01-2024;1.0;Historico_Vendas_Vera_Cruz
13249;Procoralan 5mg 56 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
10225;Osteotrat 35mg 4 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
6013;Analgésico CataflamPRO Emulgel 60g;01-2024;1.0;Historico_Vendas_Vera_Cruz
14113;Miosan 10mg 10 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
30005;Penvir 125mg 10 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
11077;Digeliv 400GaIU 30 sachês com 2g cada;01-2024;1.0;Historico_Vendas_Vera_Cruz
29231;Osteotrat 35mg 4 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
17521;Nevrix 100mg + 100mg + 5mg 90 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
9097;Arcalion 200mg 20 drágeas;01-2024;1.0;Historico_Vendas_Vera_Cruz
30097;Bye Bye Fever para Adultos 2 unidades;01-2024;1.0;Historico_Vendas_Vera_Cruz
26257;Penvir 125mg 10 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
12829;Vabam 20mg 15 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
23725;Óleo de Girassol Skinage 200ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
8977;Gracial 25mcg + 40mcg +125mcg + 30mcg 22 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
23965;Soolantra 10mg/g Creme Dermatológico 30g;01-2024;1.0;Historico_Vendas_Vera_Cruz
25969;Endofer 50mg 30ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
24937;Protetor Ocular Nexcare Grande 12un;01-2024;1.0;Historico_Vendas_Vera_Cruz
13933;Citalor 20mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
15625;Solução Nasal Sorine 0,5mg/ml 30ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
20497;Probiatop 30 sachês com 1g;01-2024;1.0;Historico_Vendas_Vera_Cruz
26737;Xarope Vick Pediátrico 120ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
26281;Penvir Lábia 10mg/g Creme Dermatológico 5g;01-2024;1.0;Historico_Vendas_Vera_Cruz
14485;Gino-Canesten Balance 7 bisnagas aplicadoras 5ml cada;01-2024;1.0;Historico_Vendas_Vera_Cruz
26125;Mestinon 60mg 60 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
10945;Fluir 12mcg 60 cápsulas de pó para inalação;01-2024;1.0;Historico_Vendas_Vera_Cruz
19465;Levoid 175mcg 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
15865;Fluidificante e Descongestionante Nasal Blusoro Jet Infantil 0,9% 100ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
18109;Hexomedine 1mg/ml + 0,5mg/ml Spray 50ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
20521;Suplemento Hidroeletrolítico Sorox Sabor Limão 550ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
13885;Clinfar 10mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
11797;Antiácido Simeco Plus Sabor Hortelã 240ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
12889;Vatis 150mg 60 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
22357;Vonau Flash 8mg Biolab, 30 comprimidos de desintegração oral;01-2024;1.0;Historico_Vendas_Vera_Cruz
11917;Ritmoneuran RTM Flaconete 10ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
16813;Glifage XR 850mg 30 comprimidos de liberação prolongada;01-2024;1.0;Historico_Vendas_Vera_Cruz
23185;Candicort 20mg + 0,64mg Creme Dermatológica 30g;01-2024;1.0;Historico_Vendas_Vera_Cruz
26053;Valtrex 500mg 10 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
26365;Teste de Gravidez Fast Test 1un;01-2024;1.0;Historico_Vendas_Vera_Cruz
16429;Jardiance 25mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
16885;Glucovance 500 + 2,5mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
13861;Zinpass EZE 10mg + 10mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
18385;Sumax 25mg 4 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
13549;Trezor 10mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
27469;Suplemento Vitamínico Vitergan Zinco PL 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
29697;Nautex 8mg 10 Comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
24889;Protetor Ocular Estéril Sancare Tamanho P 10 unidades;01-2024;1.0;Historico_Vendas_Vera_Cruz
17293;Avide 100mg 9 cápsulas duras;01-2024;1.0;Historico_Vendas_Vera_Cruz
16381;Xigduo XR 5mg + 1000mg 60 comprimidos revestidos de liberação prolongada;01-2024;1.0;Historico_Vendas_Vera_Cruz
20017;Livial 2,5mg 84 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
16633;Linadib 5mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
30013;Diovan Amlo Fix 160mg + 10mg 28 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
24517;Itraspor 100mg 15 cápsulas duras;01-2024;1.0;Historico_Vendas_Vera_Cruz
22681;Letrozol 2,5mg Eurofarma 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
29417;Artrosil 320mg 20 cápsulas duras de liberação prolongada;01-2024;1.0;Historico_Vendas_Vera_Cruz
20533;Suplemento Hidroeletrolítico Sorox Sabor Uva 550ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
19093;Suplemento Alimentar Ofolato G 15ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
24961;Protetor Ocular Oftam Pequeno Bege 20un;01-2024;1.0;Historico_Vendas_Vera_Cruz
19861;Puran T4 75mcg 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
28626;Probiatop 30 sachês com 1g;01-2024;1.0;Historico_Vendas_Vera_Cruz
29028;Ixium 50mg/g 12 sachês de Creme Dermatológico com 250mg cada;01-2024;1.0;Historico_Vendas_Vera_Cruz
28435;Puran T4 75mcg 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
22597;Digesan 10mg 20 cápsulas;01-2024;1.0;Historico_Vendas_Vera_Cruz
22261;Meclin Jet 25mg 10 comprimidos mastigáveis;01-2024;1.0;Historico_Vendas_Vera_Cruz
28190;Dexaneurin Injetável 3 Ampolas A de 2mL e 3 Ampolas B de 1mL;01-2024;1.0;Historico_Vendas_Vera_Cruz
23917;Ixium 50mg/g 12 sachês de Creme Dermatológico com 250mg cada;01-2024;1.0;Historico_Vendas_Vera_Cruz
25801;Soanza XR 35mg 60 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
25657;Gamax 30 Cápsulas Gelatinosas;01-2024;1.0;Historico_Vendas_Vera_Cruz
28816;Zovirax 50mg/g Creme Dermatológico 10g;01-2024;1.0;Historico_Vendas_Vera_Cruz
1405;Analgésico Advil 400mg 8 cápsulas líquidas;01-2024;0.0;Historico_Vendas_Vera_Cruz
26473;Antux Gotas 20ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
26833;SECNIDAL - 1000mg, 2 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
15229;Siilif 100mg 60 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
27769;Gázia 40mg 28 comprimidos gastrorresistentes;01-2024;0.0;Historico_Vendas_Vera_Cruz
19417;Levoid 125mcg 30 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
14233;AdviPro 11,6mg Gel 30g;01-2024;0.0;Historico_Vendas_Vera_Cruz
16573;Insulina Humalog 300UI Refil para Caneta Eli Lilly, 2un com 3ml de solução de uso subcutâneo;01-2024;0.0;Historico_Vendas_Vera_Cruz
30715;Desodalina 600mg 60 cápsulas;01-2024;0.0;Historico_Vendas_Vera_Cruz
25093;Combodart 0,5mg + 0,4mg 90 cápsulas gelatinosas duras de liberação prolongada;01-2024;0.0;Historico_Vendas_Vera_Cruz
27889;Dexilant 60mg Takeda 30 cápsulas de liberação retardada;01-2024;0.0;Historico_Vendas_Vera_Cruz
21517;Solução Oftálmica Claroft 0,12mg/ml 15ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
5557;Prelone 5mg 10 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
19501;Allurene 2mg 28 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
18193;Desodalina 600mg 60 cápsulas;01-2024;0.0;Historico_Vendas_Vera_Cruz
26041;Zovirax 50mg/g Creme Dermatológico 10g;01-2024;0.0;Historico_Vendas_Vera_Cruz
27229;AltaD 50.000UI 4 cápsulas moles;01-2024;0.0;Historico_Vendas_Vera_Cruz
10417;Caltrate Ca 600mg + D3 200 UI 60 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
28322;Allurene 2mg 28 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
23713;Óleo de Girassol Skinage 100ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
6097;Malvona Solução Oral 200ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
17257;Azukon MR 30mg 100 comprimidos de liberação prolongada;01-2024;0.0;Historico_Vendas_Vera_Cruz
30339;Combodart 0,5mg + 0,4mg 90 cápsulas gelatinosas duras de liberação prolongada;01-2024;0.0;Historico_Vendas_Vera_Cruz
30510;Siilif 100mg 60 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
709;Solução Oftálmica Ster MD 1,2mg/ml 10ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
15349;Atrovent 0,250mg/ml Gotas 20ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
18949;INIBINA - 10mg, 20 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
17761;Diurix 25mg 30 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
10753;Clenil Compositum HFA Spray 50mcg + 100mcg 200 doses 10ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
22645;Digestina 10mg  20 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
8269;Tâmisa 30 Sem Parar 75mcg + 30mcg 84 drágeas;01-2024;0.0;Historico_Vendas_Vera_Cruz
15301;Symbicort Spray 6/200 mcg 60 doses de pó de uso inalatório;01-2024;0.0;Historico_Vendas_Vera_Cruz
27721;Omenax 20mg 56 cápsulas gelatinosas duras;01-2024;0.0;Historico_Vendas_Vera_Cruz
21457;Mydriacyl 10mg/ml Solução Oftálmica 5ml;01-2024;0.0;Historico_Vendas_Vera_Cruz
24541;Vitanol A 0,25mg/g 30g Creme Dermatológico;01-2024;0.0;Historico_Vendas_Vera_Cruz
3649;Press Plus 2,5mg + 10mg 30 cápsulas;01-2024;0.0;Historico_Vendas_Vera_Cruz
4165;Naprix A 10mg + 5mg 30 cápsulas;01-2024;0.0;Historico_Vendas_Vera_Cruz
12277;Diosmin SDU 900mg + 100mg Sabor Laranja / Limão 15 sachês com 5g cada;01-2024;0.0;Historico_Vendas_Vera_Cruz
8713;Iziz 2,5mg + 1,5mg 28 Comprimidos Revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
14101;Miosan CAF 5mg + 30mg 15 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
27493;DPrev 2.000UI 60 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
30442;Tâmisa 30 Sem Parar 75mcg + 30mcg 84 drágeas;01-2024;0.0;Historico_Vendas_Vera_Cruz
6385;Fledoid 500 Gel 40g;01-2024;0.0;Historico_Vendas_Vera_Cruz
8953;Micropil 0,075mg + 0,030mg 63 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
15997;Lavagem Nasal Nasoar XT 15 sachês + frasco aplicador;01-2024;0.0;Historico_Vendas_Vera_Cruz
24349;Azelan Gel 150mg/g 30g;01-2024;0.0;Historico_Vendas_Vera_Cruz
13657;Livalo 4mg 60 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
23677;Gel Dersani Hidrogel com Alginato 30g;01-2024;0.0;Historico_Vendas_Vera_Cruz
4237;Naprix A 5mg + 5mg 30 cápsulas;01-2024;0.0;Historico_Vendas_Vera_Cruz
22801;Suplemento Alimentar Calcitran Triflex 30 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
3445;Ablok 50mg 30 comprimidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
3709;Cor-Select 2,5mg 30 comprimidos Biolab;01-2024;0.0;Historico_Vendas_Vera_Cruz
10081;Equitam 120mg 30 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
15241;Siilif 100mg 30 comprimidos revestidos;01-2024;0.0;Historico_Vendas_Vera_Cruz
25765;Buona 150mg 30 cápsulas;01-2024;1.0;Historico_Vendas_Vera_Cruz
17773;Flogoral 3mg Pastilhas Sabor Cereja 12un;01-2024;1.0;Historico_Vendas_Vera_Cruz
23509;Ad-Muc 0,4% Soluçao Spray 30ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
2401;AAS Infantil 100mg com 30 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
22057;Complexo Homeopático Almeida Prado N 16 60 Comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
4669;Exforge HCT 320mg + 25mg + 10mg 28 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
16705;Nesina 12,5mg 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
8857;Diminut 75mcg + 20mcg 21 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
1597;Salicetil Infantil 100mg 10 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
15529;Descongestionante Nasal Sorine SSC 0,9% Spray Suave Jato Contínuo 100ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
11521;Antiácido Estomazil Pastilhas Sabor Abacaxi 20 comprimidos mastigáveis;01-2024;1.0;Historico_Vendas_Vera_Cruz
21565;Cromolerg 2% Solução Oftálmica 5ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
1993;Lisador Dip 1g 20 comprimidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
27481;Suplemento Vitamínico Vitergan Zinco 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
30584;Analgésico Pomada Gelol 20g;01-2024;1.0;Historico_Vendas_Vera_Cruz
26797;Annita 20mg/ml, 1 frasco com 45ml de pó para suspensão de uso oral;01-2024;1.0;Historico_Vendas_Vera_Cruz
15961;Spray Nasal Aquoso Nasonex 120 doses 17ml;01-2024;1.0;Historico_Vendas_Vera_Cruz
21241;Xantinon 30 comprimidos revestidos;01-2024;1.0;Historico_Vendas_Vera_Cruz
7261;Voltaren 75mg/3ml Solução Injetável 5 ampolas com 3ml cada;01-2024;1.0;Historico_Vendas_Vera_Cruz
17929;Pastilhas Benalet Sabor Mel e Limão 4un;01-2024;1.0;Historico_Vendas_Vera_Cruz
27061;Suplemento Alimentar Doss 2.000UI Vitamina D3 30 cápsulas gelatinosas moles;01-2024;1.0;Historico_Vendas_Vera_Cruz
