Produto;Quantidade_Total;Frequencia_Vendas
Glifage 1g 30 Comprimidos Revestidos Merck;492.0;14
Perola 75mcg 28 Comprimidos;492.0;14
Aldomet 500mg 30 Comprimidos Revestidos;491.0;14
Histamin 2mg 20 Comprimidos;489.0;15
Permese 1ml Injeção + Seringa Momenta;489.0;14
Pomada Dermatológica Psorex 30g GSK;488.0;15
Levofloxacino 500mg 10 Comprimidos Revestidos Genérico Prati-Donaduzzi;487.0;14
Doriless 500mg/5mg/10mg 12 Comprimidos;485.0;15
Bismu-Jet Gotas Legrand 20ml;485.0;15
Tratamento da candidíase Gino-Canesten® Comprimido Vaginal - 1 dia;483.0;13
Meclin 25mg 15 Comprimidos;483.0;15
Naturetti 16 Comprimidos Hypera Pharma;482.0;15
Ventus Spray 120 Doses Eurofarma;482.0;15
Trimetazidina 35mg 30 Comprimidos Revisado Genérico Medley;482.0;16
Xarelto 2,5mg 30 Comprimidos Revestidos Bayer;481.0;15
Eno Abacaxi Pó Efervescente 100g;481.0;13
Ebix 20mg 30 Comprimidos Lundbeck (C1);481.0;16
Tramadol 50mg 10 Cápsulas Genérico Teuto (A2);481.0;15
Siilif 100Mg 60 Comprimidos Revestidos Takeda;481.0;14
Aradois HCT 100+25mg 60 Comprimidos Revestidos Biolab;481.0;16
Enalapril + Hidroclorotiazida Genérico EMS 20mg + 12,5mg 30 Comprimidos;480.0;15
Xarope Abrilar 100ml FQM;479.0;14
Rinosoro SIC Spray Nasal 50ml;477.0;27
Algilive 160mg 10 Cápsulas Biosintética;476.0;14
Foraseq 12mcg+200mcg 120 Cápsulas com Inalador Sandoz;476.0;17
Atrace 37,5 + 325mg 30 Comprimidos Revestidos Momenta (A2);475.0;16
Iban 150mg 1 Comprimido Revestido Eurofarma;473.0;15
Floral Therapi Preocupa Não 30ml;472.0;14
Nordette 0,15mg/0,03mg 21 Drágeas;472.0;16
Quenzor 50 mg 30 Cápsulas de Liberação Prolongada Libbs;472.0;14
Aas Protect 100Mg 30 Comprimidos Revestidos Medley;472.0;15
Firialta 10mg Caixa 28 Comprimidos Revestidos;471.0;15
Luftal Infantil 30ml Reckitt;470.0;14
Metoprolol 100mg 30 Comprimidos Revestidos Genérico Accord;469.0;16
Eficientus 10mg 30 Comprimidos Revestidos Medley (C1);468.0;14
Ciclobenzaprina 10mg 10 Comprimidos Genérico EMS;468.0;14
Deltametrina SH Deltapil Belfar 100ml;468.0;13
Montelair 4mg 60 Comprimidos Mast Aché;467.0;15
Hidroquinona 40mg/g 30g Gel Genérico Germed;467.0;15
Nasoar Granulado para Solução Nasal 30 Envelopes de 2,160g + Frasco Aplicador 240ml;467.0;16
Zoltec Wyeth 150mg 2 Cápsulas;467.0;15
Micropil Sigma Pharma 0,075mg + 0,030mg 21 Comprimidos Revestidos;466.0;15
Bravan 320mg 30 Comprimidos Revestidos Aché;466.0;14
Riopan Plus Gel 240ml;466.0;15
Xarope Benatux 120ml Cifarma;466.0;16
Systen 25mcg/dia 8 Adesivos Theramex;466.0;17
FLEDOID 300 40G GEL DIVCOM;465.0;17
Betnovate Pomada GSK 30g;465.0;14
Engov After Pink Lemonade 250ml Hypera Pharma;465.0;15
Plenance 5mg 90 Comprimidos Revestidos Libbs;464.0;15
Benicar Anlo 40+10mg 30 Comprimidos Revestidos Sankyo;464.0;13
Juneve 30mg 28 Cápsulas Takeda (A3);464.0;13
Rivaroxabana 20mg 30 Comprimidos Revestidos Genérico EMS;464.0;13
Climatrix 100Mg 30 Comprimidos Revestidos Myralis;463.0;15
Clinfár 20mg 30 Comprimidos Revestidos Merck;463.0;15
Venlaxin XR 150mg 60 Cápsulas Eurofarma (C1);463.0;14
Agud 500mg + 30mg 24 Comprimidos Biolab (A2);463.0;15
Trifamox BD 200/50mg 30ml Bago;463.0;13
Alenthus XR 150mg 30 Cápsulas;463.0;13
Lisvenx 30mg 30 Cápsulas Torrent (A3);462.0;16
Atensina 0,150mg 30 Comprimidos;462.0;13
Prednisolona 40mg 10 Comprimidos Revestidos Genérico Althaia;461.0;14
Toarip 15mg 30 Comprimidos Torrent (C1);461.0;15
Fenergan Creme Dermatológico 30g;461.0;14
Razapina 45mg 30 Comprimidos Revestidos Moksha8 (C1);460.0;15
Colchicina 0,5mg Genérico Geolab 30 Comprimidos;460.0;16
Extrato Cannabis Sativa 79,14mg 30ml Mantecorp (B1);460.0;12
Clenil HFA 250mcg Jet 200 Doses Chiesi;459.0;15
Vick Babyrub 50g;458.0;14
Carvedilol 6,25mg 30 Comprimidos Genérico Cimed;458.0;14
Sertralina 100mg 30 Comprimidos Revestidos Genérico Cimed;458.0;16
Floripa 8ml;458.0;17
Zastat 3mg/mL 60ml Aché;457.0;12
Tadalafila 20mg Genérico Prati 2 Comprimidos Revestidos;457.0;14
Neblock 5mg 60 Comprimidos;457.0;16
Cordarex 2,5mg 30 Comprimidos Aché;457.0;14
Aplause 20mg 60 Comprimidos Marjan;456.0;15
Diclofenaco Dietilamônio Genérico Cimed Gel 60g;456.0;14
Florax Hydra45 500ml Natural Hebron;455.0;13
ByeBye-Fever Adulto 2 Unidades;455.0;13
Vabam 15mg 30 Comprimidos Mantecorp;455.0;15
Sulfato De Neomicina 5mg + Bacitracina 250UI Genérico Medley Pomada Dermatológica 50g;455.0;14
Neosaldina Muscular 30 Comprimidos Hypera Pharma;455.0;14
Torsilax 125mg/50mg/300mg/30mg 30 Comprimidos;455.0;15
Fixare Flex Suplemento Alimentar com 60 Comprimidos Revestidos;455.0;14
Cefalexina 1g 8 Comprimidos Revestidos Genérico EMS;454.0;14
Calmador 500mg + 30mg 4 Comprimidos Avulso;453.0;14
Paracetamol 500mg 10 Comprimidos Genérico Prati AV*;453.0;14
Xarope LEG 0,5mg/ml 60ml;453.0;14
Sinustrat Forte Spray Nasal 10ml;453.0;14
Miogesic Lis 125+5mg com 30 Comprimidos EMS;453.0;13
Naldecon Multi 16 comprimidos;452.0;16
Calcitran B12 Solução Oral 150ml;452.0;14
Dexametasona 4mg Genérico Teuto 10 Comprimidos;451.0;14
Itraconazol 100mg 15 Cápsulas Genérico EMS;451.0;15
Renu Fresh 60ml Bausch;450.0;15
Pressat 10mg 30 Comprimidos Biolab;450.0;14
Isordil Sublingual 5mg 30 Comprimidos Sigma Pharma;450.0;15
Polaramine 20ml Anti-histamínico Hypera Pharma;450.0;13
Altiva 120mg 10 Comprimidos;449.0;13
Lyndavel Uno 25mg + 5mg Solução Injetável DKT;449.0;13
Bezafibrato Genérico EMS 200mg 20 Comprimidos;448.0;14
Provance 10 Comprimidos Ache;448.0;14
Floral Kids Therapi 30ml Espertim;448.0;14
Axetil Cefuroxima Genérico Ranbaxy 500mg 10 Comprimidos;447.0;13
Concárdio 5mg 30 Comprimidos Revestidos;447.0;14
Prednisolona 20ml Genérico Eurofarma;447.0;16
Tegretol Creme 400Mg 20 Comprimidos Novartis (C1);447.0;14
Neotiapim 25mg 30 Comprimidos Revestidos Sandoz (C1);446.0;13
Trifamox Bd 875Mg/125Mg 14 Comprimidos Revestidos Bago;446.0;14
Furosemida 40mg 20 Comprimidos Genérico Teuto;446.0;15
Assert 25mg 30 Comprimidos Revestidos Momenta (C1);446.0;15
Stanglit 30mg 30 Comprimidos;446.0;13
Oleptal 300mg 30 Comprimidos Torrent (C1);445.0;14
Paracetamol + Codeína 36 Comprimidos Genérico Biolab (A2);445.0;15
Peg-Lax Pó para Solução Oral 14 Sachês de 8,5g;445.0;15
Maresis Protect 0,9% Solução Frasco 100ml FQM;445.0;13
Tandrilax Aché 30mg + 125mg + 50mg + 300mg 30 Comprimidos;445.0;15
Nitazoxanida 20mg Genérico Althaia 45ml;445.0;13
Saliprevi 100mg 30 Comprimidos Eurofarma;445.0;15
Comfect 5 mg 30 Comprimidos Revestidos Aché (C1);444.0;14
Tavok 750mg 5 Comprimidos Revestidos;444.0;13
Livial 2,5mg 84 Comprimidos;444.0;14
Linadib 5mg 60 Comprimidos Revestidos Sigma Pharma;444.0;14
Nexium 40Mg 28 Comprimidos Revestidos Astrazeneca;443.0;13
Amiodarona 200mg 30 Comprimidos Genérico Geolab;443.0;15
Procimax 20mg 28 Comprimidos Revestidos;442.0;12
Crestor 5mg 60 Comprimidos Revestidos;442.0;15
Famox 40mg 10 Comprimidos;442.0;13
Desvenlafaxina Genérico Althaia 100mg 30 Comprimidos Revestidos (C1);442.0;14
Pasurta 70mg/ml Inj 1Ser Preenchido 1ml Novartis;442.0;13
Dorilen 500mg/10mg/5mg 12 Comprimidos;442.0;16
Repoflor 100mg 12 Cápsulas;441.0;14
Exforge HCT 160+25+5mg 28 Comprimidos;441.0;14
Pomada Fibrinase Supera 10G;441.0;15
Aripiprazol 10Mg 30 Comprimidos Genérico Neo Quimica (C1);441.0;16
Azulfin 500mg 60 Comprimidos Revestidos Apsen;440.0;13
Etodolaco 500mg 14 Comprimidos Revestidos Genérico Althaia;440.0;14
Cataflam Sport Ice 60g GSK;440.0;13
Leite de Magnésia 120ml Uniphar;440.0;15
Fiquezen 260mg 20 comprimidos Revestidos Medquimica;439.0;13
Trimebutina 200mg Genérico Eurofarma 30 Cápsulas;439.0;13
Nautex ODG 4mg 10 Envelopes Laranja Aché;439.0;14
Adorlan 50mg 20 Comprimidos Grünenthal (A2);439.0;12
Atenolol 25mg 30 Comprimidos Genérico Neo Química;439.0;13
Vertigoheel 50 Comprimidos Sublinguais;439.0;15
Novob 150mg 30 Comprimidos;438.0;13
Dexclorfeniramina 2mg Genérico Cimed 20 Comprimidos;438.0;14
Cloridrato De Amilorida e Hidroclorotiazida 5mg/50mg Genérico EMS 30 Comprimidos;438.0;14
Sumax 25mg 4 Comprimidos Revestidos;438.0;13
Tamarine Geleia 150g Zero Açúcar Hypera Pharma;438.0;14
Pulmicort 0,50mg 5 Frascos FQM;438.0;14
Dorflex Dipirona Dores e Febre 1g 10 Comprimidos;437.0;13
Lipidil 160mg 90 Comprimidos Revestidos Abbott;437.0;13
Aria 4mg 30 Comprimidos Mast Momenta;437.0;15
Benzoilmetronidazol 4% 120ml Genérico EMS;437.0;15
Flogo-Rosa 100Ml Aché;437.0;14
Atenolol 50mg 30 Comprimidos Genérico Prati;436.0;13
Embo 5mg 60 Comprimidos Revestidos Biolab;436.0;15
Dacxi 15mg 28 Comprimidos Revestidos Biolab;436.0;14
Levoxin 500mg 7 Comprimidos Revestidos Apsen;436.0;14
Alektos 20mg 20 Comprimidos Hypera;436.0;15
Gastrol Digest Lactase 30 Cápsulas Hypera Pharma;436.0;12
Onbrize 300Mg 30 Comprimidos+Inalador Novartis;436.0;15
Versa 40mg Injetável 6 Seringas Preenchido Eurofarma;436.0;17
Escitalopram 15mg Genérico Cimed 30 Comprimidos Revestidos (C1);435.0;13
Allegra Antialérgico Cloridrato de Fexofenadina 120mg 2 Comprimidos;435.0;15
Ondif 8mg 10 Filmes;435.0;14
Nordette 0,15mg/0,03mg 63 Drágeas;434.0;14
Atak Clav Suspensão Oral 70ml;434.0;15
Selozok 25mg 30 Comprimidos Revestidos;434.0;13
Phosfoenema Solução Retal 130ml;434.0;14
Palexis LP 100mg 30 Comprimidos Liberação Prolongada Grünenthal (A1);434.0;16
Liberfem 2mg/0,03mg 21 Comprimidos Revestidos;433.0;13
Xalacom Solução Oftálmica 2,5Ml Upjohn;433.0;14
Anoro 62,5+25mcg 30 Doses GSK;433.0;15
Fucidin 20mg 15g Pomada Leofarma;433.0;15
Salmeterol 25Mcg + 125Mcg Spray 120 Doses Genérico Glenmark;432.0;13
Harip 15mg 30 Comprimidos Prati RX (C1);432.0;13
Xarope Aloff 0,5mg/ml 100ml Momenta;432.0;15
Diclofenaco Sódico 100mg 10 Comprimidos Revestidos Genérico Nova Química;431.0;13
Inseris XR 300mg 30 Comprimidos Revestidos   (C1);431.0;14
Sal de Frutas Eno Limão 2 Envelopes Avulso 5G;431.0;14
Zeforus 80mg 2 Comprimidos Revestidos Upjohn;431.0;14
Amoxicilina 500mg 21 Cápsulas Genérico Prati;430.0;16
Sinustrat Hidrat Nasal 30ml Biolab;430.0;14
Ondset 4mg 100ml Genom;430.0;14
Sumax 100mg 2 Comprimidos Libbs;430.0;13
Pressat 2,5mg 30 Comprimidos Biolab;430.0;14
Dexametasona 4mg 10 Comprimidos Genérico EMS;430.0;13
Brasart HCT 80+12,5mg 30 Comprimidos Revestidos Sigma;429.0;14
Nuvaring 11,7mg + 2,7mg 1 Anel Vaginal com Aplicador Organon;429.0;15
Hormoskin CR Derm 30g Germed;429.0;15
Atenolol 25mg 30 Comprimidos Genérico Sandoz;428.0;13
Memantina 10mg 60 Comprimidos Revestidos Genérico Medley (C1);427.0;14
Inelatte 800DKM 30 Comprimidos Revestidos Ache;427.0;16
Montelair 10mg 30 Comprimidos Aché;427.0;16
Amoxicilina + Clavulanato De Potássio 500mg 14 Comprimidos Revestidos Genérico Sandoz;427.0;13
Koide D 120ml;427.0;14
Pyloripac IBP 7 Cartelas+28 Comprimidos Cellera;427.0;13
Baclofeno 10mg Genérico Teuto 20 Comprimidos;427.0;14
Neosaldina DIP 20 Comprimidos Hypera Pharma;427.0;14
Floral Kids Therapi 30ml Coragenis;426.0;13
Prednisolona Genérico Prati 20mg 10 Comprimidos;426.0;14
Rifamicina Spray 10mg/ml 20ml Genérico Medley;426.0;13
Clindamicina 300mg 16 Cápsulas Genérico Teuto;426.0;13
Prelone 11mg 20ml Aché;426.0;14
Escitalopram 20mg/ml 15ml Genérico Eurofarma (C1);425.0;16
Aturgyl Solução Nasal 15ml;425.0;15
Diprogenta Creme 30G Mantecorp;425.0;15
Cymbalta 30mg 30 Cápsulas Lilly (C1);425.0;14
Levetiracetam 500mg 30 Comprimidos Revestidos Genérico Torrent (C1);425.0;15
Yasmin 3 Blisters 21+7 Comprimidos Revestidos Bayer;425.0;15
Ondset 8mg 30 Comprimidos Genom;424.0;15
Plenance EZE 10mg/10mg 30 Cápsulas;424.0;14
Cataflam D 50mg 20 Comprimidos Novartis;424.0;14
Drospirenona e Etinilestradiol 3mg/0,02mg Genérico Althaia 24 Comprimidos Revestidos;424.0;13
Zinpass 10mg 60 Comprimidos Revestidos Medley;424.0;15
Resolor 1mg 14 Comprimidos;424.0;13
Toragesic SL 10mg Nova Apresentação 30 Comprimidos Sigma Pharma;424.0;13
Cimegripe Solução Oral 20ml;423.0;14
Diacqua 25mg 30 Comprimidos Momenta;423.0;13
Juneve 50mg 28 Cápsulas Takeda (A3);423.0;16
Proflam Creme 30 g Eurofarma;423.0;15
Reducilim 2,5mg 35 Comprimidos FQM;423.0;13
Seakalm 600mg 20 Comprimidos Revestidos;423.0;15
Diclofenaco Sódico 50mg Genérico Medley 20 Comprimidos Revestidos;422.0;13
Motraz 100mg 30 Comprimidos Momenta (C1);422.0;14
Keflex Gotas 30Ml Bago;422.0;15
Florent Pó para Suspensão Oral 4 Sachês de 1g;422.0;15
Prelone 40mg 7 Comprimidos Aché;422.0;13
Proflam Eurofarma 100mg 12 Comprimidos;422.0;13
Palexis LP 50mg 30 Comprimidos;422.0;17
Hidrali 500ml Natural;422.0;15
Xarope Aires 20mg/ml 120ml Momenta;422.0;17
Amato 50mg 60 Comprimidos Revestidos Eurofarma (C1);421.0;13
Ailuk 50mcg 200 Doses Glenmark;421.0;15
Dews Solução Oftálmica 10ml;421.0;14
Praalergia 180mg 6 Comprimidos;421.0;14
Osteonutri 600mg+400UI 30 Comprimidos Aspen;421.0;13
Rinospray Spray Nasal 100ml;421.0;13
Pedialyte Max 500ml Morango com Zinco Abbott;420.0;13
Amoxicilina + Clavulanato De Potássio 250mg 75ml Genérico Sandoz;420.0;13
Prefiss 75mg 30 Cápsulas Gel  (C1);420.0;13
Bifilac 250mg 30 Cápsulas;420.0;12
Azukon MR 30mg 100 Comprimidos Torrent;420.0;15
Umbi Gotas 8ml Momenta;420.0;13
Quinoflox 500Mg 14 Comprimidos Biolab;419.0;14
Pant Sec 50mg/ml Solução Capilar Frasco 50ml+1 Válvula Spray Ache;419.0;14
Bupium 150mg 30 Comprimidos Revestidos 12h Sigma Pharma (C1);419.0;13
Glifage XR 750mg 30 Comprimidos Merck;419.0;15
Depakote ER 250mg 60 Comprimidos Revestidos Abbott (C1);419.0;15
Zastat 5mg 20 Comprimidos Aché;419.0;12
Flogoral Creme Dental 70g Aché;418.0;15
Gesico Retard 100mg 10 Comprimidos Revestidos Eurofarma (A2);418.0;13
Praluent 75mg/ml Inj 1ser Preenc Sanofi;418.0;15
Canabidiol 100mg/ml 30ml Aché (B1);418.0;15
Maxinom Suspensão Oftamológica 5Ml Genom;418.0;14
Cipro Bayer 500mg 14 Comprimidos;418.0;15
Rusovas 10mg 30 Comprimidos Revestidos Germed;418.0;13
Januvia 100Mg 28 Comprimidos Merck;418.0;15
Captopril 50mg 30 Comprimidos Genérico Prati;418.0;14
Estomazil Abacaxi Pó Efervescente 6 Envelopes de 5g;418.0;14
Lorasliv 10mg 12 Comprimidos;418.0;14
Latuda Daiichi 40mg 30 Comprimidos (C1);417.0;13
Simeticona 125mg 10 Cápsulas Genérico Neo Química;417.0;12
Meclin 50mg 15 Comprimidos;417.0;15
Anador 500mg 4 Comprimidos;417.0;13
Trivagel N Creme Ginecológico 60g + 10 aplicadores;417.0;13
Alivik Pomada Dermatológico 12g;417.0;14
Enxaguante Bucal Malvatricin Plus 250ml;416.0;13
Hidralyte Guaraná Solução Oral 500ml;416.0;14
Naprix 2,5mg 90 Comprimidos Libbs;416.0;14
Vasopril 20mg 60 Comprimidos Biolab;416.0;15
Arlivry 100ml Sabor Mel Natulab;416.0;14
Novanlo 5Mg 60 Comprimidos Biolab;416.0;14
Aval 80mg 30 Comprimidos Revestidos Supera;415.0;12
Lakos 50mg 30 Comprimidos Revestidos Libbs (C1);415.0;16
Otomixyn Gts 5ml Ems;415.0;14
Ivermectina Genérico Prati-Donaduzzi 6mg 2 Comprimidos;415.0;14
Artogloco 1,5g 30 Sachês 3,5g Sigma;415.0;13
Floratil 200mg 6 Cápsulas;415.0;13
Zyad 20mg 2 Comprimidos Revestidos Aché;415.0;14
Azitromicina 500mg 3 Comprimidos Revestidos Genérico Eurofarma;415.0;14
Anafranil SR Sandoz 75mg 20 Comprimidos (C1);415.0;13
Pentoxifilina 400mg 30 Comprimidos Revestidos Genérico Germed;415.0;13
Bioflac 15mg 10 Comprimidos Supera;415.0;12
Nasonex 50mcg Spray Nasal com 60 doses;415.0;14
Gracial 0,25mg/0,040mg/0,125mg/0,030mg 22 Comprimidos;414.0;12
Deciprax 10mg 60 Comprimidos Revestidos Mantecorp (C1);414.0;14
DDAVP 0,2mg 30 Comprimidos Ferring;414.0;14
Droxaíne Suspensão Oral 240ml;414.0;14
Mylanta Plus Morango 240Ml;414.0;15
Mobale 75mg 30 Cápsulas Momenta (C1);414.0;15
Lefor 2,5mg 60 Comprimidos EMS;414.0;13
Trezor 10mg 30 Comprimidos Revestidos Aché;414.0;16
Diatarcom MR 30 mg 60 comprimidos Servier;414.0;13
Passare 900+100mg 60 Comprimidos Revestidos Germed;414.0;14
Sonrisal 1644mg/400mg/325mg/1507,8mg 10 Comprimidos;414.0;13
Tiorfan 100mg 9 Cápsulas Duras;414.0;13
Alphabrin 1,0mg/ml Solução Oftálmica 5ml Gbió;414.0;16
Zider 10mg 60 Comprimidos Revestidos Libbs (C1);414.0;15
Floral Thérapi Serenide 30ml;414.0;14
Tranquinal SL 0,5mg 30 Comprimidos Bago (B1);413.0;13
Ablok Plus 100mg+25mg 30 Comprimidos Biolab;413.0;15
Canabidiol 50mg/ml 30ml Prati RX (B1);413.0;14
Tamarine 12mg 20 Cápsulas Hypera Pharma;413.0;16
Reconter 15mg 60 Comprimidos Revestidos Libbs (C1);413.0;14
Glibenclamida 5mg Genérico Prati 30 Comprimidos;413.0;14
Evortia 20mg 60 Comprimidos Revestidos Hypera (C1);413.0;14
Aviv 100mg 60 Comprimidos Revestidos Hypera Pharma (C1);412.0;14
Metoprolol 100mg Genérico Cimed 30 Comprimidos Revestidos;412.0;13
Enalapril 10mg 30 Comprimidos Genérico Teuto;412.0;14
Targin 5+2,5mg 28 Comprimidos Mundipharma (A1);412.0;17
Foxis 200Mg 10 Cápsulas Dura Ache (C1);412.0;15
Gastrol Digest Lactase 8 Cápsulas Hypera Pharma;412.0;15
Ecofilm 5mg/ml Solução Oftálmica 5ml;412.0;12
Emistin EMS 20 Comprimidos;412.0;13
Vanisto Pó Inalante 30 Doses + Inalador;412.0;14
Cetotifeno Xarope 120ml Genérico Prati-Donaduzzi;412.0;16
Bicerto 150mg 10 Comprimidos Eurofarma;412.0;13
Ammy 4mg 28 Comprimidos Revestidos;412.0;16
Humectol D 5mg/60mg 20 Comprimidos Revestidos;412.0;14
Ceftriaxona 1g 3,5ml Injetável IM 5 Ampolas Genérico Eurofarma;411.0;15
Naldecon Febre 750mg 20 Comprimido Reckitt;411.0;13
Ablok Plus 25+12,5mg 60 Comprimidos Biolab;411.0;13
Maxiflox Colirio 5Ml Latinofarma;411.0;13
Gynpro 100mg 30 Cápsulas Exeltis;411.0;14
Atrovent Solução Inalatória Boehringer 0,25mg/ml 20ml;411.0;15
Clotrimazol Creme Vaginal Genérico EMS 10mg/g 35g 6 Aplicadores;411.0;15
Deprasil 30mg 30cap Cristalia (C1);410.0;14
Persur 2,5mg 30 Comprimidos Hypera;410.0;15
Naldecon Febre 750mg 4 Comprimido Reckitt;409.0;13
Hidroclorotiazida 50mg Genérico Medley 20 Comprimidos;409.0;14
Pramipexol 0,25mg 30 Comprimidos Genérico Prati-Donaduzzi (C1);409.0;12
Atlansil Sanofi 100mg 20 Comprimidos;409.0;15
Vodol Creme Dermatológica 28g;409.0;12
Lacosamida 100mg 30 Comprimidos Revestidos Genérico Torrent (C1);409.0;13
Eparema 10ml Frasco Guaraná Hypera Pharma;409.0;14
Vonau Flash 8mg 10 Cápsulas Menta Biolab;409.0;15
DTN-Fol 90 Cápsulas Novo;408.0;14
Rosuvastatina 20mg 60 Comprimidos Revestidos Genérico Sandoz;408.0;15
Zolpaz SL 5mg 30 Cápsulas Revestidas União Química (B1);408.0;14
Sumax 6mg 1 Seringa Libbs;408.0;12
Micardis Anlo Telmisartana 80mg + Besilato De Anlodipino 5mg Boehringer Com 30 Comprimidos;408.0;15
Combiwave 25+50mcg Spray 120 Doses Glenmark;408.0;13
DDAVP Sol Nasal 01mg 2apl Ferring;408.0;13
Azitromicina Suspensão Oral Genérico EMS 900mg/22,5ml;408.0;13
Maxidex Suspensão Oftálmica Novartis 5ml;408.0;13
Pomada Hirudoid 500 40g Sankyo;408.0;13
Vacina HPV Nonavalente Gardasil AD/PED 0,5 ml MSD + Aplicação;408.0;14
Aval 320mg 30 Comprimidos Revestidos Supera;408.0;13
Brasart HCT 160mg/12,5mg 30 Comprimidos Revestidos;408.0;13
Novalgina 500Mg 10 Comprimidos Opella Avulso;407.0;13
Halobex CR Derm 30g Mantecorp;407.0;13
Sucrafilm Suspensão Oral 10ml;407.0;14
Canabidiol 20mg/ml 10ml Prati RX (B1);407.0;13
Sulfato De Hidroxicloroquina 400mg Genérico EMS 30 Comprimidos Revestidos;407.0;13
Moxifloxacino 400mg 7 Comprimidos Revestidos Genérico Prati;407.0;13
Junno 100mg 30 Comprimidos FQM;407.0;13
Fexofenadina 120mg 10 Comprimidos Revestidos Genérico EMS;407.0;14
Floral Thérapi Foco Fit 30ml;407.0;16
Ibandronato de Sódio 150mg 1 Comprimido Revestido Genérico Althaia;407.0;14
Olmy 40mg 60 Comprimidos Revestidos Germed;407.0;17
Oestrogel 0,6mg/g Gel Dermatológico 80g com Válvula Dosadora;407.0;14
Tilestal 37,5+325mg 30 Comprimidos Myralis (A2);407.0;14
Risedross 35mg 12 Comprimidos Revestidos;406.0;16
Gestinol 0,030mg/0,075mg 84 Comprimidos Revestidos;406.0;15
Pomada Clob-X 0,05% 30g Galderma;406.0;14
Osteoform 70mg 4 Comprimidos Sigma Pharma;406.0;15
Leite de Magnésia ENO Sabor Hortelã 120ml GSK;406.0;14
Digesan 20ml Gotas Eurofarma;406.0;14
Tylex 30mg 12 Comprimidos;406.0;14
Olmesartana + Hidroclorotiazida 40mg + 12,5mg 30 Comprimidos Revestidos Genérico Eurofarma;406.0;13
Adaptis Solução Oftálmica 1% 10ml Adapt;406.0;14
Ciflogex Diet Menta e Limão 3mg 12 Pastilhas;406.0;13
Lactuliv Ameixa Xarope 120ml;406.0;14
Alenia 60 Cápsulas de Pó Inalatório + Inalador;406.0;13
Medato 10mg 30 Comprimidos Momenta (A3);406.0;13
Montelair 4mg 30 Sachês 350g Ache;406.0;12
Holmes H 40+12,5mg 30 Comprimidos Revestidos Eurofarma;406.0;13
Plaq 75mg 30 Comprimidos Eurofarma;406.0;14
Deksametasona Supera 50mg 30 Cápsulas Revestidas Supera (A3);405.0;15
Maxsulid 400mg 30 Comprimidos;405.0;14
Buscopan Composto 250mg 20 Comprimidos Revestidos;405.0;15
Nienza 3,125mg 30 Comprimidos Aché;405.0;13
Loxonin 60mg 15 Comprimidos Sankyo;405.0;13
