Produto;Quantidade_Total;Frequencia_Vendas
Complexo Homeopático Almeida Prado N 46 60 Comprimidos;431.0;14
Solução Nasal Maresis 0,9% Spray Jato Contínuo 100ml;429.0;13
Proctyl 50mg/g + 10mg/g Pomada 10 bisnagas com 3g cada + 10 aplicadores;429.0;15
Allurene 2mg 28 comprimidos;429.0;15
Hormoskin 40mg/g + 0,5mg/g + 0,1mg/g Creme Dermatológico 30g;429.0;13
Emulsão Sanasar 250mg/ml 100ml;428.0;13
Sal de Frutas Eno Laranja 100g;427.0;14
Antiácido Pó Efervescente Estomazil Sabor Sem Sabor 6 envelopes com 5g cada;427.0;15
Esomex 40mg 56 comprimidos revestidos de liberação retardada;427.0;12
Dermobene 10mg/ml 20ml;427.0;13
Neo Fólico 5mg Neo Química 20 comprimidos revestidos;427.0;14
Pediderm 0,2mg/ml  Loção 100ml;426.0;14
Betadine XR 48mg 30 comprimidos;426.0;14
Antialérgico Polaramine Xarope 0,4mg/ml Sabor de Frutas 120ml;426.0;14
Diovan 320mg 28 comprimidos revestidos;426.0;13
Neosaldina 20 drágeas;426.0;13
Caltren 10mg 30 comprimidos;426.0;13
Adacne 0,1% Gel 30g;425.0;15
Primera 30 150mcg + 30mcg 21 comprimidos;425.0;16
Ad-Muc 100mg Pomada Bucal 10g;424.0;15
Adoless 3 0,060mg + 0,015mg 84 comprimidos revestidos;424.0;13
Colchis 0,5mg 30 comprimidos;424.0;16
Xefo 8mg 30 comprimidos revestidos;424.0;14
Diosmin SDU 900mg + 100mg Sabor Laranja / Limão 30 sachês com 5g cada;424.0;12
Xarope Seki 120ml;423.0;14
Benegrip Multi Dia 20 comprimidos;423.0;12
Hirudoid 300 Gel 3mg/g 40g;423.0;15
Atroveran Dip 1g 20 comprimidos;423.0;14
Solução Oftálmica Relestat 5mg/ml 5ml;423.0;14
Ponstan 500mg 24 comprimidos;423.0;15
Diovan HCT 160mg + 12,5mg Novartis 28 comprimidos revestidos;422.0;14
Valerimed 50mg 20 comprimidos revestidos;422.0;16
Lisador Cólica 20 comprimidos revestidos;421.0;15
Enavo 8mg 10 comprimidos EMS;421.0;16
Bravan 80mg 30 comprimidos revestidos;421.0;13
Laxante Dulcolax 5mg 20 drágeas;420.0;15
Diprosone 0,5mg/ 30ml;420.0;13
Suplemento Hidroeletrolítico Sorox Sabor Limão 550ml;420.0;15
Nites 50mcg/automatizção Spray 120 dose 17ml;420.0;13
Ferronil 40mg 50 comprimidos revestidos;420.0;12
Zanidip 20mg 30 comprimidos;420.0;16
Creme de Arnica Cimed com Mentol 60g;420.0;14
Respiratus 7mg/m Xarope Aroma Artificial de Cereja 100ml;419.0;15
Verrux 0,20g/ml + ,015ml/ml Solução 10ml;418.0;13
Holmes H 40mg + 12,5mg 30 comprimidos revestidos;418.0;13
Eniagor 50mg/ml Solução Capilar 2 frascos 50ml cada;418.0;14
Cebralat 100mg 60 comprimidos;417.0;12
Castanha da Índia Atalaia 30 drágeas;417.0;14
Coltrax 4mg 20 comprimidos;416.0;15
Viagra 50mg 2 Comprimidos;416.0;14
Belarina 2mg + 0,02mg 28 comprimidos revestidos;416.0;13
Antiácido Pó Efervescente Estomazil Sabor Guaraná 5g;416.0;14
Prolive 30 cápsulas;416.0;15
Xarope Glyteol 200mg/15ml com Mentol 100ml;415.0;12
Laxante Guttalax 7,5mg/ml 30ml;415.0;15
Ritmoneuran RTM Solução Oral 100ml;415.0;12
Xarope Specdera Sabor Cereja 100ml;415.0;13
Vitamina D Sof D 7.000 UI 8 cápsulas gelatinosas moles;414.0;14
Vabam 20mg 30 comprimidos revestidos;414.0;14
Diclin 2mg + 0,035mg 21 comprimidos revestidos;414.0;14
Camomila Composta Catarinense Solução Oral 150ml;414.0;13
Vynaxa 10mg 30 Comprimidos Revestidos;414.0;13
Lactolínea 667mg/ml Sabor Ameixa 120ml;413.0;13
Jardiance 10mg 30 comprimidos revestidos;412.0;15
Clexane 40mg/0,4ml 2 seringas preenchidas com 0,4ml com sistema de segurança;412.0;13
Nisulid Dispersível 100mg 12 comprimidos dispersíveis;412.0;16
Clenil Compositum A 400mcg/ml + 800mcg/ml 10 flaconetes com 2ml cada;411.0;14
Dexilant 30mg Takeda 30 cápsulas de liberação retardada;411.0;13
Bamifix 600mg 20 drágeas;411.0;13
Naldecon Noite 24 comprimidos;411.0;13
Busonid Caps 400mcg Refil 60 cápsulas para inalação;411.0;15
Trayenta 5mg 30 comprimidos revestidos;411.0;12
Predsim 20mg 10 comprimidos;411.0;12
Colchis 0,5mg 20 comprimidos;411.0;14
Xalatan 50mcg/ml Colírio 2,5ml;410.0;15
Antialérgico Xarope Histamin 2mg/5ml 100ml;410.0;14
Analgésico Dorflex Gotas 20ml;410.0;15
Ibupril 300mg 20 comprimidos;410.0;13
Tropinal 20 comprimidos;409.0;14
Resist 500mg 90 cápsulas;409.0;13
Fluxon 75mg 30 comprimidos;409.0;13
Pressat 2,5mg 30 comprimidos;409.0;15
Nesina Pio 25mg + 30mg 30 comprimidos revestidos;409.0;13
Esomex 40mg 28 comprimidos revestidos;408.0;13
Gel Hidratante Intravaginal VagiSoft 30g + 10 Aplicadores Descartáveis;407.0;14
Doss 7.000UI 30 cápsulas gelatinosas moles;407.0;14
Metrexato 2,5mg 24 comprimidos;407.0;13
Trok 20mg/g + 0,64mg/g Pomada Dermatológico 10g;407.0;15
Neolefrin Neo Química 20 comprimidos;407.0;13
Sinustrat 9,0mg/ml Solução Nasal Forte 10ml;406.0;13
Tylenol 750mg 10 comprimidos revestidos;406.0;13
Litocit 540mg 60 comprimidos de liberação prolongada;406.0;16
Zyxem 5mg 10 comprimidos revestidos;406.0;13
Protopic 0,1% Pomada Dermatológica 30g;406.0;12
Bi-Profenid 150mg 10 comprimidos revestidos de liberação prolongada;406.0;14
Neocoflan 11,6mg/g Aerossol 85ml;405.0;14
Bálsamo Bengué Pomada 60g;405.0;13
Flogoral 1,5mg/ml Sabor Laranja 250ml;405.0;13
Novanlo 5mg 30 comprimidos;405.0;14
Oximax 400mcg 30 cápsulas de pó para inalação + inalador;405.0;14
Spiriva Respimat 2,5mcg/dose 4ml + inalador Respimat (60 doses);405.0;14
Caltren 20mg 30 comprimidos;404.0;15
Minian 150mcg + 20mcg 63 comprimidos revestidos;404.0;13
Predsim 5mg 10 comprimidos;404.0;14
Ibupril 100mg/ml Sabor Tutti-Frutti 20ml;403.0;13
Acular LS 4mg/ml Solução Oftálmica 10ml;403.0;13
Gyno - Icaden Óvulo 600mg 1 óvulo + 1 dedeira;403.0;13
Epiduo 1mg/g + 25mg/g Gel 30g;403.0;16
Brilinta 90mg 60 comprimidos revestidos;403.0;15
Sal de Andrews Efervescente 1 envelope com 5g;403.0;14
Picbam 2,5mg 60 comprimidos revestidos;402.0;17
Avamys Spray Nasal 27,5mg 120 doses 9,1ml;402.0;14
Resolor 1mg 14 comprimidos revestidos;401.0;14
Xarope Polaradex 100ml;401.0;13
Decadron 0,5mg 20 comprimidos;401.0;14
Inibina 10mg 30 comprimidos;401.0;13
Arflex Retard 200mg 6 cápsulas de ação prolongada;401.0;16
Gamaline V 900mg 30 cápsulas moles;401.0;16
Glifage 850mg 30 comprimidos revestidos;401.0;13
Penvir 500mg 21 comprimidos revestidos;401.0;14
Tãmisa 15 60mcg + 15mcg 28 comprimidos revestidos;401.0;14
OLMY ANLO - 20mg + 5mg, 30 comprimidos revestidos;401.0;14
Vynaxa 20mg 28 Comprimidos Revestidos;400.0;12
Melagrião Própolis e Gengibre Spray Sabor Limão 30ml;400.0;15
Qlaira Bayer 26 comprimidos ativos + 2 comprimidos inativos;400.0;14
Leite de Magnésia Phillips Original  350ml;399.0;14
Zanidip 10mg 30 comprimidos revestidos;399.0;14
Solução Oftálmica Patanol S 2,22mg/ml 2,5ml;399.0;14
Diovan Amlo Fix 80mg + 5mg 28 comprimidos revestidos;399.0;14
BetaTrinta 5mg/ml + 2 mg/ml Suspensão Injetável 1ml + seringa;399.0;13
Ondif 4mg 10 filmes;398.0;13
Emistin 1mg/g + 0,05mg/g Creme Dermatológico 20g;398.0;13
Neo B 100mg + 100mg + 5000mcg 60 comprimidos revestidos;398.0;14
Sepurin 120mg + 20mg 20 drágeas;397.0;15
Impere 10mg 30 comprimidos revestidos;397.0;14
Oto-Xilodase Gotas 8ml;397.0;14
Propranolol 40mg 30 comprimidos;397.0;13
Suplemento Hidroeletrolítico Sorox Sabor Uva 550ml;397.0;13
Pradaxa 150mg 60 cápsulas;396.0;16
Tiorfan 10mg 18 sachês com 1g de granulado;396.0;14
Glyxambi 10mg/ 5mg 30 Comprimidos Revestidos;395.0;13
Reuquinol 400mg 30 comprimidos revestidos;394.0;15
Dorilax DT 12 Comprimidos;394.0;13
Doril Enxaqueca 18 comprimidos revestidos;394.0;13
Pomada Calotrat Plantar 200mg/g Kley Hertz 20g;394.0;15
Zior 250mg 14 comprimidos;394.0;13
Descongestionante Nasal Salsep 0,9% Spray 50ml;393.0;13
Previgrip Weleda 50ml;393.0;14
Regulador Intestinal 20 Bí 30 Cápsulas com 335mg;393.0;13
Vibral 30mg/ml Gotas 10ml;393.0;14
Lisador 24 comprimidos;393.0;13
Belpele 3mg/g Gel 30g;393.0;15
Dexilant 30mg Takeda 60 cápsulas de liberação retardada;393.0;13
Daonil 5mg 30 comprimidos;393.0;13
Suplemento Vitamínico Vitergan Zinco PL 30 comprimidos revestidos;393.0;15
Euthyrox 150mcg 50 comprimidos;393.0;13
Monaless 600mg 60 cápsulas gelatinosas moles;393.0;13
Miosan CAF 5mg + 30mg 15 comprimidos revestidos;393.0;16
Transamin 250mg 12 comprimidos;393.0;12
Stanglit 15mg 60 comprimidos;392.0;14
Ebatz 4mg 30 comprimidos revestidos;392.0;15
Cardilol 3,125mg 30 comprimidos;392.0;13
Xarope Leucogen Sabor Caramelo 120ml;391.0;13
Bramicar 80mg 30 comprimidos;391.0;14
Folifolin 5mg EMS 30 comprimidos;391.0;13
Meticorten 5mg 20 comprimidos;391.0;13
Solução Nasal Spray Maresis Ar 0,9% 100ml;391.0;14
Fenergan 50mg/2ml Solução Injetável 25 ampolas com 2ml cada;391.0;12
Exforge HCT 160mg + 12,5mg + 5mg 28 comprimidos revestidos;391.0;14
Nordette 150mcg / 30mcg 21 comprimidos revestidos;390.0;15
Pastilhas para Garganta Strepsils Sabor Mel e Limão 16 pastilhas;390.0;15
Doril 6 comprimidos;390.0;12
Puran T4 75mcg 30 comprimidos;390.0;17
Mirtax 10mg 15 comprimidos revestidos;390.0;13
Óleo de Prímula 500mg Bionatus 45 Cápsulas;390.0;12
Solução Oftálmica Pilocarpina 2% 10ml;389.0;13
Ibupril 400mg 10 comprimidos;389.0;12
Otiblock Spray 45ml;389.0;15
Micardis 40mg 30 comprimidos;389.0;13
Tantin 0,060mg + 0,015mg 84 comprimidos revestidos;389.0;15
Advantan 1mg/g Creme Dermatológico 15g;389.0;13
Laxante L-Enema 130ml;389.0;13
Procoralan 5mg 56 comprimidos revestidos;389.0;16
Fluxon 25mg 30 comprimidos;389.0;15
Andriodermol 50ml;388.0;14
Ginesse 0,075mg + 0,02mg 63 comprimidos;388.0;13
Solução Nasal Naridrin Pediátrico 15ml;388.0;13
Symbicort Spray 6/100 mcg 60 doses de pó de uso inalatório;388.0;14
Rusovas 10mg 60 comprimidos revestidos;388.0;15
Belara 2mg + 0,03mg 21 comprimidos revestidos;388.0;13
Alivium Infantil 50mg/ml Sabor Tutti Frutti 30ml;388.0;13
Tormiv SL 10mg Sabor Limão 10 comprimidos sublinguais;387.0;14
Neovlar 0,25mg + 0,05mg 21 drágeas;387.0;14
ICADEN - 10mg/mL, 1 frasco spray com 60mL de solução de uso dermatológico;387.0;13
Aspirina 500mg 10 comprimidos;387.0;14
Descongestionante Penetro 45ml;386.0;13
Glyxambi 25mg + 5mg 30 comprimidos revestidos;386.0;14
Uniprazol 20mg 56 cápsulas;386.0;14
Benegrip 20 comprimidos revestidos;386.0;13
Berotec 100mcg/ml 200 doses 10ml;386.0;16
Micardis Anlo 80mg + 5mg 30 comprimidos;386.0;15
Novanlo 5mg 90 comprimidos;385.0;12
Anador 500mg/ml Gotas 20ml;385.0;13
Spray Ciflogex Sabor Menta 30ml;385.0;16
Lavagem Nasal Rinosoro Alto Volume 30 sachês;385.0;12
Candicort 20mg + 0,64mg Creme Dermatológica 30g;385.0;15
Acertanlo 3,5mg + 2,5mg 30 comprimidos;385.0;15
Perivasc 450mg + 50mg 30 comprimidos revestidos;384.0;15
Apracur Duo 20 comprimidos;384.0;12
Triplixam 10mg + 2,5mg + 10mg 30 comprimidos revestidos;384.0;12
Atrofem 400mg 2 cápsulas;384.0;14
Decadron 4mg 10 comprimidos;384.0;14
Kaloba 825mg/ml Gotas 20ml;384.0;13
Sal de Frutas Eno Guaraná 2 envelopes com 5g;384.0;13
Iumi ES 3mg + 0,02mg 30 comprimidos revestidos;384.0;13
Analgésico CataflamPRO Emugel 150g;384.0;16
Analgésico Novalgina 500mg 30 comprimidos;383.0;14
Ártico 1,5g + 1,2g 30 sachês com 5g de pó para solução oral;383.0;16
Salonpas Gel 20g;383.0;15
Diovan Amlo Fix 160mg + 10mg 28 comprimidos revestidos;383.0;14
Bravan 320mg 30 comprimidos revestidos;383.0;13
Motix FQM 50 Comprimidos;382.0;13
DEFLAIMMUN - 7,5mg, 20 comprimidos;382.0;13
Eliquis 5mg 60 comprimidos revestidos;382.0;13
Lactolínea 667mg/ml Sabor Salada de Frutas 120ml;382.0;13
Duspatalin 200mg 30 cápsulas gelatinosas duras de liberação prolongada;382.0;15
Edistride 10mg 30 comprimidos;382.0;14
Complexo Homeopático Almeida Prado N 28 60 Comprimidos;382.0;14
AAS Protect 100mg 30 comprimidos revestidos de liberação entérica;382.0;14
Cerazette 75mcg 84 comprimidos revestidos;381.0;12
Pant Sec 50mg/ml Refil 50ml;381.0;14
Linadib 5mg 30 comprimidos revestidos;381.0;13
Antialérgico Allegra 180mg 10 comprimidos revestidos;381.0;14
Dozoito 25mg 30 comprimidos;381.0;15
Benestare 625mg 30 comprimidos revestidos;381.0;14
Proctocaps 20 cápsulas;380.0;15
Suplemento Hidroeletrolítico Hidralyte Natulab Tutti-Frutti 500ml;380.0;13
Divelol 25mg 60 comprimidos;380.0;13
Sumax 100mg 6 comprimidos revestidos;380.0;15
Vitafer 109mg 50 comprimidos revestidos;380.0;13
Lipless 100mg 60 comprimidos;380.0;14
Proflam 100mg 12 comprimidos;380.0;14
Libiam 2,5mg 28 comprimidos;380.0;14
Androgel 50mg 30 envelopes com 5g de gel de uso dermatológico;380.0;13
Antialérgico Allegra D 60mg + 120mg 10 comprimidos revestidos de camada dupla;380.0;15
Digestil 4mg/ml Sabor Menta 20ml;380.0;14
Suplemento Vitamínico Imunoglucan DS 30 Cápsulas;380.0;15
Vitacid XT 1mg/g Creme 25g;379.0;13
Libiam 1,25mg 28 comprimidos revestidos;379.0;12
Nebilet 5mg 60 comprimidos;379.0;15
Neosaldina Dip 1g 20 comprimidos;379.0;15
Insulina Humalog 300UI Refil para Caneta Eli Lilly, 2un com 3ml de solução de uso subcutâneo;379.0;16
Quenzor 100mg 30 cápsulas duras de liberação prolongada;379.0;14
Bravan Duo 160mg/10mg 30 comprimidos;379.0;14
Artrosil 320mg 20 cápsulas duras de liberação prolongada;379.0;15
Adesivos Salonpas Pequeno 10un;379.0;13
Glifage XR 1g 30 comprimidos de liberação prolongada;378.0;14
Ginkgo Biloba Catarinense 80mg 30 comprimidos;378.0;13
Óleo de Girassol Skinage 200ml;378.0;14
Fledoid 500 Pomada 40g;378.0;12
Corus 50mg 30 comprimidos revestidos;378.0;14
Neolefrin Dia Neo Química 20 comprimidos;378.0;13
Buclina 25mg 30 comprimidos;378.0;13
Solução Antisséptica Malvatricin Spray 50ml;377.0;15
Biofenac 11,6mg/g Gel 30g;377.0;14
Naldecon Pack 2 comprimidos Noite e 4 comprimidos Dia;377.0;13
Elixir Paregórico 30ml;377.0;14
Doss 3.000UI Vitamina D3 30 cápsulas gelatinosas moles;377.0;13
Neodia 1,5mg Neo Química 1 comprimido;376.0;14
Ginesse 0,075mg + 0,02mg 21 comprimidos revestidos;376.0;14
Pastilhas Vick Drops Sabor Artificial de Mentol 10g;376.0;12
Probiótico Culturelle Saúde Digestiva 10 Cápsulas;376.0;14
Iumi 3mg + 0,02mg 72 comprimidos revestidos;376.0;14
Vecasten 26,7mg 30 comprimidos;376.0;14
Clenil HFA Spray 50mcg 200 doses 10ml;376.0;14
Depo-Medrol 40mg/ml 1 ampola de 2ml;376.0;13
Tebonin 80mg 30 comprimidos;375.0;13
Gel Nenê Dent N 10g;375.0;12
Tropinal 15ml;375.0;12
Melocox 10mg/ml Solução Injetável 5 ampolas com 1,5ml cada;375.0;13
Solução Oftálmica Lumigan 0,3% 3ml;375.0;14
BENICAR HCT - 20 + 12,5mg, 30 comprimidos revestidos;375.0;12
Escabin Pro 4% Emulsão Capilar 100ml;374.0;12
Pastilha Ciflogex Sabor Menta e Limão 12un;374.0;14
Restaurador da Flora Intestinal Repoflor 100mg 12 cápsulas duras;374.0;14
Peg-Lax 17g Pó para Solução Sabor Limão 14 envelopes;374.0;13
Enavo ODT 4mg 10 comprimidos EMS;374.0;14
Nebitah 5mg 30 comprimidos;374.0;14
Sucrafilm 1g 30 comprimidos mastigáveis;374.0;13
Synthroid 200mcg 30 comprimidos;374.0;12
Pastilha Benalet Sabor Menta 4un;374.0;13
Antux Gotas 20ml;373.0;14
Tandrilax Aché 15 comprimidos;373.0;12
Bisalax 5mg 20 drágeas;373.0;16
Laxante Natural Glicerin Lactantes 6 supositórios;373.0;12
Formocaps 12mcg Refil 30 cápsulas com pó para inalação;373.0;13
Puran T4 50mcg 30 comprimidos;373.0;12
Aspirina C 2 Sabor Limão comprimidos efervescentes;373.0;13
Buscopan Composto 4 comprimidos revestidos;372.0;13
Clenil A 400mcg/ml 10 flaconetes com 2ml cada;372.0;13
Spidufen 770mg Sabor Damasco 10 envelopes com 3g;372.0;13
Vaporizante Descongestionante Vick VapoRub Unguento 50g;372.0;15
Mydriacyl 10mg/ml Solução Oftálmica 5ml;372.0;12
Bionginkgo 120mg Bionatus 30 comprimidos;372.0;12
Vitamina D3 Addera D3 10.000UI 4 Comprimidos Revestidos;372.0;14
Vastarel MR 35mg 30 comprimidos de liberação prolongada;371.0;15
Sporanox 100mg 4 cápsulas;371.0;13
Zyxem 5mg/ml Gotas 20ml;371.0;15
Lugano 12mcg + 250mcg 60 cápsulas com pó para inalação + inalador;371.0;15
Endofer 50mg 30ml;371.0;16
Flutinol1mg/ml Suspensão Oftálmica 5ml;371.0;13
Scalid 100mg 12 comprimidos;371.0;13
Afopic 5mg 20 comprimidos;370.0;15
Gaballon 50mg + 50mg + 2mg + 4mg + 4mg 20 comprimidos;370.0;14
Xarope Mucosolvan 15mg/5ml Pediátrico 120ml;370.0;13
Tamarine 6mg 20 cápsulas;370.0;14
Dunia 35 2mg + 0,035mg 21 comprimidos;370.0;12
Vitamina D3 Addera D3 2.000 U.I. 30 cápsulas gelatinosas;370.0;13
Dprev 14.000ui 04 comprimidos revestidos;370.0;14
Combiron Fólico 120mg 45 comprimidos;370.0;12
Vitamina D Cimed 7.000UI 4 Cápsulas Moles;369.0;13
Liberfem 2mg + 0,03mg 21 comprimidos revestidos;369.0;14
Propilracil 100mg 30 comprimidos;369.0;15
Trilax 300mg + 125mg + 50mg + 30mg 12 comprimidos;369.0;15
Niki 3mg + 0,02mg 72 comprimidos revestidos;369.0;12
Fluimucil 600mg Sabor Limão 16 comprimidos efervescentes;369.0;15
Apidra Solostar 100UI/ml 1 carpule com 3ml + 1 sistema de aplicação;369.0;14
Antialérgico Polaramine Creme 10mg/g 30g;368.0;13
Natrilix 2,5mg 30 drágeas;368.0;13
Iumi ES 3mg + 0,02mg 120 comprimidos;368.0;13
Cronobê 5.000mcg 2 ampolas com 2,5ml cada;368.0;16
Triplixam 10mg + 2,5mg + 5mg 30 comprimidos revestidos;368.0;13
Lasix 40mg 20 comprimidos;368.0;13
Ártico Caps 500mg + 400mg 30 cápsulas moles;368.0;13
Brondilat 25mg/5ml Xarope Sabor Framboesa 120ml;368.0;15
Biofenac Aerossol 85ml;367.0;13
Sal de Frutas Eno Limão 2 envelopes com 5g;367.0;15
Filinar 25mg/5ml Xarope 120ml;367.0;15
CONCÁRDIO - 1,25mg, 30 comprimidos revestidos;367.0;13
Dolamin 125mg 16 comprimidos revestidos;366.0;13
Silimalon 140mg + 100mg 30 comprimidos;366.0;14
ABC Spray 10mg/ml 30ml;366.0;14
Avodart 0,5mg 30 cápsulas gelatinosas moles;366.0;13
Fenazic 7,5mg 30 comprimidos revestidos de liberação prolongada;366.0;13
Resist 500mg 30 cápsulas;366.0;14
Solução Nasal Aturgyl 0,5mg/ml Spray 15ml;366.0;13
Spasmex 30mg 90 comprimidos revestidos;365.0;14
Norestin 0,35mg 35 comprimidos;365.0;14
Triancil 20mg/ml Solução Injetável 5 frascos-ampola com 1ml cada;365.0;14
Silimalon 70mg + 100mg 30 Drágeas;365.0;13
Hipérico Herbarium 100mg 45 cápsulas duras;365.0;12
Creon 25.000 30 cápsulas com minimicroesferas acidorresitentes;365.0;15
Andolba 4,5mg/g + 0,5mg/g + 0,5mg/g 43g;365.0;12
Pomada Proctyl 30g + 10 aplicadores;365.0;12
